work_year,experience_level,employment_type,job_title,salary_in_usd,remote_ratio,company_location,company_size
1.0,1.0,1.0,0.08695652173913043,0.6839511945116304,0.0,0.9859154929577465,1.0
1.0,1.0,1.0,0.08695652173913043,0.3460981684454715,0.0,0.9859154929577465,1.0
1.0,1.0,1.0,0.75,0.415556974203584,0.0,0.9859154929577465,0.5
1.0,1.0,1.0,0.75,0.3256426625425969,0.0,0.9859154929577465,0.5
1.0,0.6666666666666666,1.0,0.358695652173913,0.35374088493665534,0.0,0.9859154929577465,0.5
1.0,0.6666666666666666,1.0,0.358695652173913,0.28068550671210335,0.0,0.9859154929577465,0.5
1.0,1.0,1.0,0.043478260869565216,0.3256426625425969,1.0,0.9859154929577465,0.5
1.0,1.0,1.0,0.043478260869565216,0.2582069287968566,1.0,0.9859154929577465,0.5
1.0,1.0,1.0,0.358695652173913,0.3144033735849735,0.0,0.9859154929577465,0.5
1.0,1.0,1.0,0.358695652173913,0.2582069287968566,0.0,0.9859154929577465,0.5
1.0,1.0,1.0,0.08695652173913043,0.4879379950906786,0.0,0.9859154929577465,1.0
1.0,1.0,1.0,0.08695652173913043,0.29417265346125143,0.0,0.9859154929577465,1.0
1.0,1.0,1.0,0.2717391304347826,0.11138809714342232,1.0,0.18309859154929578,0.5
1.0,1.0,1.0,0.2717391304347826,0.08407212926081445,1.0,0.18309859154929578,0.5
1.0,1.0,1.0,0.358695652173913,0.5301977215713425,0.0,0.9859154929577465,0.5
1.0,1.0,1.0,0.358695652173913,0.33688195150022027,0.0,0.9859154929577465,0.5
1.0,1.0,1.0,0.358695652173913,0.4829927079493243,1.0,0.9859154929577465,0.5
1.0,1.0,1.0,0.358695652173913,0.415556974203584,1.0,0.9859154929577465,0.5
1.0,0.6666666666666666,1.0,0.5108695652173914,0.1387040650260302,0.0,0.39436619718309857,0.5
1.0,0.6666666666666666,1.0,0.5108695652173914,0.11138809714342232,0.0,0.39436619718309857,0.5
0.0,0.3333333333333333,1.0,0.9891304347826086,0.022181860686765514,0.0,0.16901408450704225,0.5
1.0,0.6666666666666666,1.0,0.5978260869565217,0.17968026470773352,1.0,0.39436619718309857,0.5
1.0,0.6666666666666666,1.0,0.5978260869565217,0.11821708911407429,1.0,0.39436619718309857,0.5
1.0,0.0,1.0,0.2717391304347826,0.1795319060934929,1.0,0.9859154929577465,0.5
1.0,0.0,1.0,0.2717391304347826,0.15705332817824613,1.0,0.9859154929577465,0.5
1.0,1.0,1.0,0.358695652173913,0.34812124045784365,0.0,0.9859154929577465,0.5
1.0,1.0,1.0,0.358695652173913,0.3031640846273501,0.0,0.9859154929577465,0.5
1.0,0.6666666666666666,1.0,0.75,0.6628213312712985,0.0,0.9859154929577465,0.5
1.0,0.6666666666666666,1.0,0.75,0.5504284416950646,0.0,0.9859154929577465,0.5
1.0,1.0,1.0,0.5108695652173914,0.5009755702815217,0.0,0.9859154929577465,0.5
1.0,1.0,1.0,0.5108695652173914,0.40656554303748527,0.0,0.9859154929577465,0.5
1.0,1.0,1.0,0.5108695652173914,0.415556974203584,0.0,0.9859154929577465,0.5
1.0,1.0,1.0,0.5108695652173914,0.3705998183730904,0.0,0.9859154929577465,0.5
1.0,0.6666666666666666,1.0,0.9565217391304348,0.505471285864571,0.0,0.9859154929577465,0.5
1.0,0.6666666666666666,1.0,0.9565217391304348,0.4380355521188308,0.0,0.9859154929577465,0.5
1.0,1.0,1.0,0.33695652173913043,0.39307839628833724,1.0,0.9859154929577465,0.5
1.0,1.0,1.0,0.33695652173913043,0.2469676398392332,1.0,0.9859154929577465,0.5
1.0,1.0,1.0,0.33695652173913043,0.4380355521188308,1.0,0.9859154929577465,0.5
1.0,1.0,1.0,0.33695652173913043,0.2469676398392332,1.0,0.9859154929577465,0.5
1.0,1.0,1.0,0.34782608695652173,0.10907055576036037,0.5,0.38028169014084506,0.0
1.0,0.3333333333333333,1.0,0.358695652173913,0.4829927079493243,0.0,0.9859154929577465,0.5
1.0,0.3333333333333333,1.0,0.358695652173913,0.44927484107645416,0.0,0.9859154929577465,0.5
1.0,0.6666666666666666,1.0,0.358695652173913,0.39307839628833724,0.0,0.9859154929577465,0.5
1.0,0.6666666666666666,1.0,0.358695652173913,0.28068550671210335,0.0,0.9859154929577465,0.5
1.0,1.0,1.0,0.358695652173913,0.4380355521188308,1.0,0.9859154929577465,0.5
1.0,1.0,1.0,0.358695652173913,0.3256426625425969,1.0,0.9859154929577465,0.5
1.0,1.0,1.0,0.25,0.4717534189917009,0.0,0.9859154929577465,0.5
1.0,1.0,1.0,0.25,0.3705998183730904,0.0,0.9859154929577465,0.5
1.0,1.0,1.0,0.75,0.5448087972162529,0.0,0.9859154929577465,0.5
1.0,1.0,1.0,0.75,0.37554510551444475,0.0,0.9859154929577465,0.5
1.0,1.0,1.0,0.5108695652173914,0.491984139115423,0.0,0.16901408450704225,0.5
1.0,1.0,1.0,0.5108695652173914,0.3840869651222385,0.0,0.16901408450704225,0.5
1.0,1.0,1.0,0.2717391304347826,0.2582069287968566,1.0,0.9859154929577465,0.5
1.0,1.0,1.0,0.2717391304347826,0.15705332817824613,1.0,0.9859154929577465,0.5
1.0,0.0,1.0,0.358695652173913,0.02672702914122841,1.0,0.5352112676056338,1.0
1.0,1.0,1.0,0.05434782608695652,0.14203314241527823,1.0,0.36619718309859156,0.5
1.0,0.6666666666666666,1.0,0.010869565217391304,0.15709828533407663,0.0,0.36619718309859156,0.5
1.0,1.0,1.0,0.2717391304347826,0.3031640846273501,0.0,0.9859154929577465,0.5
1.0,1.0,1.0,0.2717391304347826,0.2582069287968566,0.0,0.9859154929577465,0.5
1.0,1.0,1.0,0.358695652173913,0.276189791129054,0.0,0.9859154929577465,0.5
1.0,1.0,1.0,0.358695652173913,0.17166440382315654,0.0,0.9859154929577465,0.5
1.0,1.0,1.0,0.358695652173913,0.3144033735849735,0.0,0.9859154929577465,0.5
1.0,1.0,1.0,0.358695652173913,0.2469676398392332,0.0,0.9859154929577465,0.5
1.0,1.0,1.0,0.358695652173913,0.4043176852459606,0.0,0.9859154929577465,0.5
1.0,1.0,1.0,0.358695652173913,0.3031640846273501,0.0,0.9859154929577465,0.5
1.0,0.3333333333333333,1.0,0.6304347826086957,0.7291331361212764,0.0,0.9859154929577465,0.5
1.0,0.3333333333333333,1.0,0.6304347826086957,0.5944864544089483,0.0,0.9859154929577465,0.5
1.0,1.0,1.0,0.44565217391304346,0.21324977296636305,0.0,0.9859154929577465,0.5
1.0,1.0,1.0,0.44565217391304346,0.16829261713586952,0.0,0.9859154929577465,0.5
1.0,1.0,1.0,0.5108695652173914,0.5504284416950646,0.0,0.9859154929577465,0.5
1.0,1.0,1.0,0.5108695652173914,0.35374088493665534,0.0,0.9859154929577465,0.5
1.0,0.6666666666666666,1.0,0.010869565217391304,0.4380355521188308,1.0,0.9859154929577465,0.5
1.0,1.0,1.0,0.358695652173913,0.3144033735849735,0.0,0.9859154929577465,0.5
1.0,1.0,1.0,0.358695652173913,0.21324977296636305,0.0,0.9859154929577465,0.5
1.0,0.3333333333333333,1.0,0.358695652173913,0.3144033735849735,0.0,0.9859154929577465,0.5
1.0,0.3333333333333333,1.0,0.358695652173913,0.2469676398392332,0.0,0.9859154929577465,0.5
1.0,1.0,1.0,0.5108695652173914,0.4459030543891671,0.0,0.9859154929577465,0.5
1.0,1.0,1.0,0.5108695652173914,0.3301383781256463,0.0,0.9859154929577465,0.5
1.0,1.0,1.0,0.5108695652173914,0.5257020059882932,0.0,0.9859154929577465,1.0
1.0,1.0,1.0,0.5108695652173914,0.26472571639227815,0.0,0.9859154929577465,1.0
1.0,1.0,1.0,0.5108695652173914,0.5212062904052438,0.0,0.9859154929577465,0.5
1.0,1.0,1.0,0.5108695652173914,0.3144033735849735,0.0,0.9859154929577465,0.5
1.0,1.0,1.0,0.4891304347826087,0.41952444320562504,0.0,0.9859154929577465,0.5
1.0,1.0,1.0,0.4891304347826087,0.2902074323170019,0.0,0.9859154929577465,0.5
1.0,1.0,1.0,0.043478260869565216,0.415556974203584,1.0,0.9859154929577465,0.5
1.0,1.0,1.0,0.043478260869565216,0.24022406646465919,1.0,0.9859154929577465,0.5
0.6666666666666666,1.0,1.0,0.5108695652173914,0.18685093106269726,1.0,0.39436619718309857,1.0
1.0,0.0,1.0,0.358695652173913,0.1795319060934929,0.0,0.9859154929577465,0.5
1.0,0.0,1.0,0.358695652173913,0.13457475026299937,0.0,0.9859154929577465,0.5
1.0,1.0,1.0,0.2717391304347826,0.29192479566972673,0.0,0.9859154929577465,0.5
1.0,1.0,1.0,0.2717391304347826,0.22561299081974878,0.0,0.9859154929577465,0.5
1.0,1.0,1.0,0.9565217391304348,0.6470863267306257,0.0,0.9859154929577465,0.5
1.0,1.0,1.0,0.9565217391304348,0.4043176852459606,0.0,0.9859154929577465,0.5
1.0,1.0,1.0,0.2717391304347826,0.16829261713586952,0.0,0.9859154929577465,0.5
1.0,1.0,1.0,0.2717391304347826,0.14581403922062275,0.0,0.9859154929577465,0.5
1.0,1.0,1.0,0.358695652173913,0.4829927079493243,1.0,0.9859154929577465,0.5
1.0,1.0,1.0,0.358695652173913,0.34812124045784365,1.0,0.9859154929577465,0.5
1.0,1.0,1.0,0.5108695652173914,0.38183910733071386,1.0,0.9859154929577465,0.5
1.0,1.0,1.0,0.5108695652173914,0.3144033735849735,1.0,0.9859154929577465,0.5
1.0,1.0,1.0,0.2717391304347826,0.4380355521188308,0.0,0.9859154929577465,0.5
1.0,1.0,1.0,0.2717391304347826,0.3222708758553099,0.0,0.9859154929577465,0.5
1.0,1.0,1.0,0.5108695652173914,0.09701079870883049,0.0,0.352112676056338,0.5
1.0,1.0,1.0,0.5108695652173914,0.07530098815828515,0.0,0.352112676056338,0.5
1.0,1.0,1.0,0.358695652173913,0.5290737926755802,0.0,0.9859154929577465,1.0
1.0,1.0,1.0,0.358695652173913,0.2665240026254979,0.0,0.9859154929577465,1.0
1.0,1.0,1.0,0.043478260869565216,0.33216145013801845,1.0,0.9859154929577465,0.5
1.0,1.0,1.0,0.043478260869565216,0.251688141201435,1.0,0.9859154929577465,0.5
1.0,1.0,1.0,0.043478260869565216,0.37734339174766446,1.0,0.9859154929577465,0.5
1.0,1.0,1.0,0.043478260869565216,0.24247192425618386,1.0,0.9859154929577465,0.5
1.0,1.0,1.0,0.08695652173913043,0.5729070196103113,0.0,0.9859154929577465,1.0
1.0,1.0,1.0,0.08695652173913043,0.29417265346125143,0.0,0.9859154929577465,1.0
1.0,0.3333333333333333,1.0,0.358695652173913,0.38183910733071386,0.0,0.9859154929577465,0.5
1.0,0.3333333333333333,1.0,0.358695652173913,0.23572835088160982,0.0,0.9859154929577465,0.5
1.0,1.0,1.0,0.08695652173913043,0.5729070196103113,0.0,0.9859154929577465,1.0
1.0,1.0,1.0,0.08695652173913043,0.29417265346125143,0.0,0.9859154929577465,1.0
1.0,1.0,1.0,0.967391304347826,0.28068550671210335,1.0,0.9859154929577465,0.5
1.0,1.0,1.0,0.967391304347826,0.23572835088160982,1.0,0.9859154929577465,0.5
1.0,1.0,1.0,0.08695652173913043,0.44927484107645416,1.0,0.9859154929577465,0.5
1.0,1.0,1.0,0.08695652173913043,0.4020698274544359,1.0,0.9859154929577465,0.5
1.0,1.0,1.0,0.2717391304347826,0.3245187336468346,1.0,0.9859154929577465,0.5
1.0,1.0,1.0,0.2717391304347826,0.2741105226718937,1.0,0.9859154929577465,0.5
1.0,1.0,1.0,0.5108695652173914,0.4267962631612074,0.0,0.9859154929577465,0.5
1.0,1.0,1.0,0.5108695652173914,0.34812124045784365,0.0,0.9859154929577465,0.5
1.0,1.0,1.0,0.358695652173913,0.4819474540762653,1.0,0.9859154929577465,0.5
1.0,1.0,1.0,0.358695652173913,0.3169097350225235,1.0,0.9859154929577465,0.5
1.0,1.0,1.0,0.5108695652173914,0.3705998183730904,0.0,0.9859154929577465,0.5
1.0,1.0,1.0,0.5108695652173914,0.29192479566972673,0.0,0.9859154929577465,0.5
1.0,1.0,1.0,0.5108695652173914,0.38183910733071386,1.0,0.9859154929577465,0.5
1.0,1.0,1.0,0.5108695652173914,0.3144033735849735,1.0,0.9859154929577465,0.5
1.0,1.0,1.0,0.5108695652173914,0.4357876943273061,0.0,0.9859154929577465,0.5
1.0,1.0,1.0,0.5108695652173914,0.35261695604089305,0.0,0.9859154929577465,0.5
1.0,1.0,1.0,0.08695652173913043,0.4879379950906786,0.0,0.9859154929577465,1.0
